id,question_id,answer
38766943,7626772,False
38766943,7626773,False
38766943,7626774,False
38766943,7626871,False
38766943,7626872,True
38766943,7626873,True
38766943,7626874,True
38766943,7626875,True
38766943,7626876,True
38766943,7626877,True
38766943,7626878,True
38766943,startTime,2023-12-08T03:03:39.173Z
38766943,submittedTime,2023-12-08T03:09:28.173Z
38766943,ip,null
38766943,deviceType,COMPUTER
38766943,location,null
38766943,browser,Firefox 120.0
38766943,browserLanguage,en-US
38766943,os,Windows NT 10.0
38766943,timeZone,America/New_York
38766943,totalScore,
38766733,7620678,0
38766733,7620682,0
38766733,7584469,0
38766733,7626259,Less than 20
38766733,7603624,Spanish
38766733,7584452,1
38766733,7584470,1
38766733,7584464,1
38766733,7625489,1
38766733,8022757,Intereuropean Division
38766733,7620684,2
38766733,7620681,2
38766733,7620680,2
38766733,7584468,2
38766733,7584466,2
38766733,7625390,2
38766733,7625393,2
38766733,7625394,2
38766733,7625399,2
38766733,7625398,2
38766733,7625397,2
38766733,7620683,3
38766733,7584322,3
38766733,7584457,3
38766733,7584456,3
38766733,7584455,3
38766733,7584549,3
38766733,7584463,3
38766733,7625572,3
38766733,7576106,Spanish Union
38766733,7576218,True
38766733,7576220,True
38766733,7576219,True
38766733,7584247,True
38766733,7584508,True
38766733,7584512,True
38766733,7584513,True
38766733,7584518,True
38766733,7584519,True
38766733,7584522,True
38766733,7625400,True
38766733,7625403,True
38766733,7625402,True
38766733,7625401,True
38766733,7625407,True
38766733,7625411,True
38766733,7625410,True
38766733,7625409,True
38766733,7625408,True
38766733,7625406,True
38766733,7625405,True
38766733,7625497,True
38766733,7625480,True
38766733,7625481,False
38766733,7625667,False
38766733,7625496,False
38766733,7625495,False
38766733,7625498,False
38766733,7625713,False
38766733,7625758,False
38766733,7625757,False
38766733,7625760,False
38766733,7625764,True
38766733,7625765,True
38766733,7625767,True
38766733,7625766,True
38766733,7625850,True
38766733,7625854,True
38766733,7625853,True
38766733,7625852,True
38766733,7625855,True
38766733,7625851,True
38766733,7625858,True
38766733,7625857,True
38766733,7625859,True
38766733,7625862,True
38766733,7625856,True
38766733,7625864,True
38766733,7625865,True
38766733,7625863,True
38766733,7626077,True
38766733,7626226,True
38766733,7626230,True
38766733,7626358,True
38766733,7626357,True
38766733,7626356,True
38766733,7626229,False
38766733,7626228,False
38766733,7626227,False
38766733,7626718,False
38766733,7626715,False
38766733,7626717,True
38766733,7626716,True
38766733,7626743,True
38766733,7626744,True
38766733,7626745,True
38766733,7626746,True
38766733,7626747,True
38766733,7626749,True
38766733,7626748,True
38766733,7626751,True
38766733,7626750,True
38766733,7626781,True
38766733,7626771,True
38766733,7626772,True
38766733,7626773,True
38766733,7626774,False
38766733,7626871,True
38766733,7626872,True
38766733,7626873,True
38766733,7626874,True
38766733,7626875,True
38766733,7626876,True
38766733,7626877,True
38766733,7626878,True
38766733,startTime,2023-12-08T02:53:27.899Z
38766733,submittedTime,2023-12-08T02:58:51.899Z
38766733,ip,null
38766733,deviceType,COMPUTER
38766733,location,null
38766733,browser,Firefox 120.0
38766733,browserLanguage,en-US
38766733,os,Windows NT 10.0
38766733,timeZone,America/New_York
38766733,totalScore,
34306804,7603624,English
34306804,7576217,FSRT
34306804,7625399,0
34306804,7625394,1
34306804,7626259,More than 20
34306804,8022757,Intereuropean Division
34306804,7625390,2
34306804,7625397,2
34306804,7625572,2
34306804,7620678,3
34306804,7620684,3
34306804,7620683,3
34306804,7620682,3
34306804,7620681,3
34306804,7620680,3
34306804,7584322,3
34306804,7584457,3
34306804,7584456,3
34306804,7584455,3
34306804,7584452,3
34306804,7584549,3
34306804,7584470,3
34306804,7584469,3
34306804,7584468,3
34306804,7584466,3
34306804,7584464,3
34306804,7584463,3
34306804,7625393,3
34306804,7625398,3
34306804,7625489,3
34306804,7576106,Swiss Union
34306804,7576218,True
34306804,7576220,True
34306804,7576219,True
34306804,7584247,True
34306804,7584508,True
34306804,7584512,True
34306804,7584513,True
34306804,7584518,True
34306804,7584519,False
34306804,7584522,True
34306804,7625400,True
34306804,7625403,False
34306804,7625402,True
34306804,7625401,False
34306804,7625407,True
34306804,7625411,False
34306804,7625410,True
34306804,7625409,False
34306804,7625408,True
34306804,7625406,False
34306804,7625405,True
34306804,7625497,True
34306804,7625480,True
34306804,7625481,True
34306804,7625667,False
34306804,7625496,True
34306804,7625495,False
34306804,7625498,False
34306804,7625713,True
34306804,7625758,True
34306804,7625757,True
34306804,7625760,True
34306804,7625764,True
34306804,7625765,False
34306804,7625767,True
34306804,7625766,False
34306804,7625850,True
34306804,7625854,False
34306804,7625853,True
34306804,7625852,False
34306804,7625855,True
34306804,7625851,False
34306804,7625858,True
34306804,7625857,False
34306804,7625859,True
34306804,7625862,False
34306804,7625856,True
34306804,7625864,False
34306804,7625865,True
34306804,7625863,False
34306804,7626077,True
34306804,7626226,True
34306804,7626230,False
34306804,7626358,True
34306804,7626357,False
34306804,7626356,True
34306804,7626229,True
34306804,7626228,True
34306804,7626227,True
34306804,7626718,True
34306804,7626715,True
34306804,7626717,True
34306804,7626716,True
34306804,7626743,True
34306804,7626744,True
34306804,7626745,True
34306804,7626746,False
34306804,7626747,True
34306804,7626749,True
34306804,7626748,True
34306804,7626751,False
34306804,7626750,True
34306804,7626781,True
34306804,7626771,True
34306804,7626772,True
34306804,7626773,True
34306804,7626774,True
34306804,7626871,True
34306804,7626872,True
34306804,7626873,True
34306804,7626874,True
34306804,7626875,True
34306804,7626876,True
34306804,7626877,True
34306804,7626878,True
34306804,startTime,2023-08-30T01:25:34.719Z
34306804,submittedTime,2023-08-30T01:30:17.719Z
34306804,ip,null
34306804,deviceType,MOBILE
34306804,location,null
34306804,browser,Safari 16.1
34306804,browserLanguage,en-US
34306804,os,iOS 16.1.1
34306804,timeZone,America/New_York
34306804,totalScore,
34249527,7603624,English
34249527,7576126,Belize Union
34249527,7585215,North Belize Mission
34249527,7626259,More than 20
34249527,8022757,Interamerican Division
34249527,7620678,3
34249527,7620684,3
34249527,7620683,3
34249527,7620682,3
34249527,7620681,3
34249527,7620680,3
34249527,7584322,3
34249527,7584457,3
34249527,7584456,3
34249527,7584455,3
34249527,7584452,3
34249527,7584549,3
34249527,7584470,3
34249527,7584469,3
34249527,7584468,3
34249527,7584466,3
34249527,7584464,3
34249527,7584463,3
34249527,7625390,3
34249527,7625393,3
34249527,7625394,3
34249527,7625399,3
34249527,7625398,3
34249527,7625397,3
34249527,7625489,3
34249527,7625572,3
34249527,7576218,True
34249527,7576220,True
34249527,7576219,True
34249527,7584247,True
34249527,7584508,False
34249527,7584512,True
34249527,7584513,True
34249527,7584518,True
34249527,7584519,True
34249527,7584522,True
34249527,7625400,True
34249527,7625403,True
34249527,7625402,True
34249527,7625401,True
34249527,7625407,True
34249527,7625411,True
34249527,7625410,True
34249527,7625409,True
34249527,7625408,True
34249527,7625406,True
34249527,7625405,True
34249527,7625497,True
34249527,7625480,True
34249527,7625481,True
34249527,7625667,True
34249527,7625496,True
34249527,7625495,True
34249527,7625498,True
34249527,7625713,True
34249527,7625758,True
34249527,7625757,True
34249527,7625760,True
34249527,7625764,True
34249527,7625765,True
34249527,7625767,True
34249527,7625766,True
34249527,7625850,True
34249527,7625854,True
34249527,7625853,True
34249527,7625852,True
34249527,7625855,True
34249527,7625851,True
34249527,7625858,True
34249527,7625857,True
34249527,7625859,True
34249527,7625862,True
34249527,7625856,True
34249527,7625864,True
34249527,7625865,True
34249527,7625863,True
34249527,7626077,True
34249527,7626226,True
34249527,7626230,True
34249527,7626358,True
34249527,7626357,True
34249527,7626356,True
34249527,7626229,True
34249527,7626228,True
34249527,7626227,True
34249527,7626718,True
34249527,7626715,True
34249527,7626717,True
34249527,7626716,True
34249527,7626743,True
34249527,7626744,True
34249527,7626745,True
34249527,7626746,True
34249527,7626747,True
34249527,7626749,True
34249527,7626748,True
34249527,7626751,True
34249527,7626750,True
34249527,7626781,True
34249527,7626771,True
34249527,7626772,True
34249527,7626773,True
34249527,7626774,True
34249527,7626871,True
34249527,7626872,True
34249527,7626873,True
34249527,7626874,True
34249527,7626875,True
34249527,7626876,True
34249527,7626877,True
34249527,7626878,True
34249527,startTime,2023-08-28T15:48:19.356Z
34249527,submittedTime,2023-08-28T15:52:34.356Z
34249527,ip,null
34249527,deviceType,MOBILE
34249527,location,null
34249527,browser,Safari 16.1
34249527,browserLanguage,en-US
34249527,os,iOS 16.1.1
34249527,timeZone,America/New_York
34249527,totalScore,
33742278,8022757,East-Central Africa Division
33742278,7626259,Less than 20
33742278,7620678,1
33742278,7603624,French
33742278,7583134,East Congo Union Mission
33742278,7584010,North Katanga
33742278,7620684,2
33742278,7620682,2
33742278,7620680,2
33742278,7584457,2
33742278,7584455,2
33742278,7584549,2
33742278,7584466,2
33742278,7584463,2
33742278,7625398,2
33742278,7620683,3
33742278,7620681,3
33742278,7584322,3
33742278,7584456,3
33742278,7584452,3
33742278,7584470,3
33742278,7584469,3
33742278,7584468,3
33742278,7584464,3
33742278,7625390,3
33742278,7625393,3
33742278,7625394,3
33742278,7625399,3
33742278,7625397,3
33742278,7625489,3
33742278,7625572,3
33742278,7576218,True
33742278,7576220,True
33742278,7576219,False
33742278,7584247,False
33742278,7584508,True
33742278,7584512,True
33742278,7584513,True
33742278,7584518,True
33742278,7584519,True
33742278,7584522,True
33742278,7625400,True
33742278,7625403,True
33742278,7625402,True
33742278,7625401,True
33742278,7625407,True
33742278,7625411,True
33742278,7625410,True
33742278,7625409,True
33742278,7625408,True
33742278,7625406,True
33742278,7625405,True
33742278,7625497,True
33742278,7625480,True
33742278,7625481,True
33742278,7625667,True
33742278,7625496,True
33742278,7625495,True
33742278,7625498,True
33742278,7625713,True
33742278,7625758,True
33742278,7625757,True
33742278,7625760,True
33742278,7625764,True
33742278,7625765,False
33742278,7625767,False
33742278,7625766,False
33742278,7625850,True
33742278,7625854,False
33742278,7625853,True
33742278,7625852,False
33742278,7625855,True
33742278,7625851,False
33742278,7625858,True
33742278,7625857,False
33742278,7625859,True
33742278,7625862,False
33742278,7625856,True
33742278,7625864,False
33742278,7625865,True
33742278,7625863,False
33742278,7626077,True
33742278,7626226,True
33742278,7626230,True
33742278,7626358,False
33742278,7626357,False
33742278,7626356,True
33742278,7626229,True
33742278,7626228,True
33742278,7626227,False
33742278,7626718,False
33742278,7626715,True
33742278,7626717,False
33742278,7626716,True
33742278,7626743,True
33742278,7626744,False
33742278,7626745,True
33742278,7626746,False
33742278,7626747,True
33742278,7626749,False
33742278,7626748,True
33742278,7626751,True
33742278,7626750,True
33742278,7626781,True
33742278,7626771,True
33742278,7626772,True
33742278,7626773,False
33742278,7626774,True
33742278,7626871,False
33742278,7626872,False
33742278,7626873,False
33742278,7626874,False
33742278,7626875,False
33742278,7626876,False
33742278,7626877,False
33742278,7626878,False
33742278,startTime,2023-08-15T18:54:28.745Z
33742278,submittedTime,2023-08-15T18:59:01.745Z
33742278,ip,null
33742278,deviceType,MOBILE
33742278,location,null
33742278,browser,Safari 16.1
33742278,browserLanguage,en-US
33742278,os,iOS 16.1.1
33742278,timeZone,America/New_York
33742278,totalScore,
33741884,7626259,Less than 20
33741884,8022757,Euroasia Division
33741884,7576104,Caucasus Union Mission
33741884,7584155,North Caucasus
33741884,7620678,1
33741884,7620681,2
33741884,7620680,2
33741884,7620684,3
33741884,7620683,3
33741884,7620682,3
33741884,7584322,3
33741884,7584457,3
33741884,7584456,3
33741884,7584455,3
33741884,7584452,3
33741884,7584549,3
33741884,7584470,3
33741884,7584469,3
33741884,7584468,3
33741884,7584466,3
33741884,7584464,3
33741884,7584463,3
33741884,7625390,3
33741884,7625393,3
33741884,7625394,3
33741884,7625399,3
33741884,7625398,3
33741884,7625397,3
33741884,7625489,3
33741884,7625572,3
33741884,7576218,False
33741884,7576220,False
33741884,7576219,False
33741884,7584247,True
33741884,7584508,False
33741884,7584512,True
33741884,7584513,True
33741884,7584518,True
33741884,7584519,True
33741884,7584522,True
33741884,7625400,True
33741884,7625403,True
33741884,7625402,True
33741884,7625401,True
33741884,7625407,True
33741884,7625411,True
33741884,7625410,True
33741884,7625409,True
33741884,7625408,True
33741884,7625406,True
33741884,7625405,True
33741884,7625497,True
33741884,7625480,True
33741884,7625481,True
33741884,7625667,True
33741884,7625496,True
33741884,7625495,True
33741884,7625498,True
33741884,7625713,True
33741884,7625758,True
33741884,7625757,True
33741884,7625760,True
33741884,7625764,True
33741884,7625765,True
33741884,7625767,True
33741884,7625766,True
33741884,7625850,True
33741884,7625854,True
33741884,7625853,True
33741884,7625852,True
33741884,7625855,False
33741884,7625851,False
33741884,7625858,True
33741884,7625857,True
33741884,7625859,True
33741884,7625862,True
33741884,7625856,True
33741884,7625864,True
33741884,7625865,True
33741884,7625863,True
33741884,7626077,True
33741884,7626226,True
33741884,7626230,True
33741884,7626358,True
33741884,7626357,True
33741884,7626356,True
33741884,7626229,True
33741884,7626228,True
33741884,7626227,True
33741884,7626718,True
33741884,7626715,True
33741884,7626717,True
33741884,7626716,True
33741884,7626743,True
33741884,7626744,True
33741884,7626745,True
33741884,7626746,True
33741884,7626747,True
33741884,7626749,True
33741884,7626748,True
33741884,7626751,True
33741884,7626750,True
33741884,7626781,True
33741884,7626771,True
33741884,7626772,True
33741884,7626773,True
33741884,7626774,True
33741884,7626871,True
33741884,7626872,True
33741884,7626873,True
33741884,7626874,True
33741884,7626875,True
33741884,7626876,True
33741884,7626877,True
33741884,7626878,True
33741884,startTime,2023-08-15T18:39:10.777Z
33741884,submittedTime,2023-08-15T18:43:50.777Z
33741884,ip,null
33741884,deviceType,MOBILE
33741884,location,null
33741884,browser,Safari 16.1
33741884,browserLanguage,en-US
33741884,os,iOS 16.1.1
33741884,timeZone,America/New_York
33741884,totalScore,
